Disease ID,Disorder name,Gene symbols,OMIM ID,Chromosome,Class
925,"Lymphoma, B-cell non-Hodgkin, somatic (3)","ATM, ATA, AT1",607585,11q22.3,Cancer
925,"Lymphoma, diffuse large cell (3)",BCL8,601889,15q11-q13,Cancer
925,"Lymphoma, follicular (3)",BCL10,603517,1p22,Cancer
925,"Lymphoma, MALT (3)",BCL10,603517,1p22,Cancer
925,"Lymphoma, mantle cell (3)","ATM, ATA, AT1",607585,11q22.3,Cancer
925,"Lymphoma, non-Hodgkin (3)",RAD54B,604289,8q21.3-q22,Cancer
925,"Lymphoma, non-Hodgkin (3)","RAD54L, HR54, HRAD54",603615,1p32,Cancer
925,"Lymphoma, progression of (3)","FCGR2B, CD32",604590,1q22,Cancer
925,"Lymphoma, somatic (3)","MAD1L1, TXBP181",602686,7p22,Cancer
925,"Lymphoma, T-cell (3)","MSH2, COCA1, FCC1, HNPCC1",609309,2p22-p21,Cancer
925,"Lymphoproliferative syndrome, X-linked, 308240 (3)","SH2D1A, LYP, IMD5, XLP, XLPD",300490,Xq25,Cancer
930,"Lynch cancer family syndrome II, 114400 (3)","MSH2, COCA1, FCC1, HNPCC1",609309,2p22-p21,Cancer
931,"Lysinuric protein intolerance, 222700 (3)","SLC7A7, LPI",603593,14q11.2,Metabolic
933,"Machado-Joseph disease, 109150 (3)","ATXN3, MJD, SCA3",607047,14q24.3-q31,Neurological
935,"Macrocytic anemia, refractory, of 5q- syndrome, 153550 (3)","IRF1, MAR",147575,5q31.1,Hematological
936,"Macrothrombocytopenia, 300367 (3)","GATA1, GF1, ERYF1, NFE1",305371,Xp11.23,Hematological
2937,"Macular corneal dystrophy, 217800 (3)","CHST6, MCDC1",605294,16q22,Ophthamological
937,"Macular degeneration, age-related, 1, 603075 (3)","HF1, CFH, HUS",134370,1q32,Ophthamological
937,"Macular degeneration, age-related, 1, 603075 (3)","HMCN1, FBLN6, FIBL6",608548,1q24-q25,Ophthamological
937,"Macular degeneration, age-related, 3, 608895 (3)","FBLN5, ARMD3",604580,14q32.1,Ophthamological
937,"Macular degeneration, juvenile, 248200 (3)","CNGB3, ACHM3",605080,8q21-q22,Ophthamological
937,"Macular degeneration, X-linked atrophic (3)","RPGR, RP3, CRD, RP15, COD1",312610,Xp21.1,Ophthamological
2937,Macular dystrophy (3),"RDS, RP7, PRPH2, PRPH, AVMD,
AOFMD",179605,6p21.1-cen,Ophthamological
2937,"Macular dystrophy, age-related, 2, 153800 (3)","ABCA4, ABCR, STGD1, FFM, RP19",601691,1p21-p13,Ophthamological
2937,"Macular dystrophy, autosomal dominant, chromosome 6-linked, 600110 (3)","ELOVL4, ADMD, STGD2, STGD3",605512,6q14,Ophthamological
2937,"Macular dystrophy, vitelliform, 608161 (3)","RDS, RP7, PRPH2, PRPH, AVMD,
AOFMD",179605,6p21.1-cen,Ophthamological
2937,"Macular dystrophy, vitelliform type, 153700 (3)",VMD2,607854,11q13,Ophthamological
938,"Maculopathy, bull's-eye, 153870 (3)",VMD2,607854,11q13,Ophthamological
939,"Major depressive disorder and accelerated response to antidepressant drug treatment,
608616 (3)","FKBP5, FKBP51",602623,6p21.3-p21.2,Psychiatric
940,"Malaria, cerebral, reduced risk of, 248310 (3)",CD36,173510,7q11.2,Immunological
940,"Malaria, cerebral, susceptibility to, 248310 (3)",CD36,173510,7q11.2,Immunological
940,"Malaria, cerebral, susceptibility to (3)",ICAM1,147840,19p13.3-p13.2,Immunological
940,"Malaria, cerebral, susceptibility to (3)","TNF, TNFA",191160,6p21.3,Immunological
940,"Malaria, resistance to, 248310 (3)","GYPC, GE, GPC",110750,2q14-q21,Immunological
940,"Malaria, resistance to, 248310 (3)","NOS2A, NOS2",163730,17cen-q11.2,Immunological
942,"Malignant hyperthermia susceptibility 1, 145600 (3)","RYR1, MHS, CCO",180901,19q13.1,Neurological
942,"Malignant hyperthermia susceptibility 5, 601887 (3)","CACNA1S, CACNL1A3, CCHL1A3",114208,1q32,Neurological
943,"Malonyl-CoA decarboxylase deficiency, 248360 (3)","MLYCD, MCD",606761,16q24,Metabolic
944,MALT lymphoma (3),"MALT1, MLT",604860,18q21,Cancer
945,"Mandibuloacral dysplasia with type B lipodystrophy, 608612 (3)","ZMPSTE24, FACE1, STE24, MADB",606480,1p34,multiple
947,"Mannosidosis, alpha-, types I and II, 248500 (3)","MAN2B1, MANB",609458,19cen-q12,Metabolic
947,"Mannosidosis, beta, 248510 (3)","MANBA, MANB1",609489,4q22-q25,Metabolic
948,"Maple syrup urine disease, type Ia, 248600 (3)","BCKDHA, MSUD1",608348,19q13.1-q13.2,Metabolic
948,"Maple syrup urine disease, type Ib (3)","BCKDHB, E1B",248611,6p22-p21,Metabolic
948,"Maple syrup urine disease, type II (3)","DBT, BCATE2",248610,1p31,Metabolic
948,"Maple syrup urine disease, type III, 248600 (3)","DLD, LAD, PHE3",238331,7q31-q32,Metabolic
950,"Marfan syndrome, 154700 (3)","FBN1, MFS1, WMS",134797,15q21.1,Connective tissue
950,"Marfan syndrome, atypical (3)",COL1A2,120160,7q22.1,Connective tissue
952,"Maroteaux-Lamy syndrome, several forms (3)","ARSB, MPS6",253200,5q11-q13,Metabolic
953,"Marshall syndrome, 154780 (3)","COL11A1, STL2",120280,1p21,multiple
955,"MASA syndrome, 303350 (3)","L1CAM, CAML1, HSAS1",308840,Xq28,multiple
956,MASP2 deficiency (3),MASP2,605102,1p36.3-p36.2,Immunological
957,"MASS syndrome, 604308 (3)","FBN1, MFS1, WMS",134797,15q21.1,Connective tissue
958,Mast cell leukemia (3),"KIT, PBT",164920,4q12,Cancer
959,Mastocytosis with associated hematologic disorder (3),"KIT, PBT",164920,4q12,Immunological
960,"Mast syndrome, 248900 (3)","ACP33, MAST, SPG21",608181,15q21-q22,Neurological
961,"May-Hegglin anomaly, 155100 (3)","MYH9, MHA, FTNS, DFNA17",160775,22q11.2,Hematological
962,"McArdle disease, 232600 (3)",PYGM,608455,11q13,Metabolic
963,"McCune-Albright syndrome, 174800 (3)","GNAS, GNAS1, GPSA, POH, PHP1B,
PHP1A, AHO",139320,20q13.2,multiple
964,"McKusick-Kaufman syndrome, 236700 (3)","MKKS, HMCS, KMS, MKS, BBS6",604896,20p12,Developmental
965,McLeod syndrome (3),XK,314850,Xp21.2-p21.1,Hematological
965,McLeod syndrome with neuroacanthosis (3),XK,314850,Xp21.2-p21.1,Hematological
969,"Medullary cystic kidney disease 2, 603860 (3)","UMOD, HNFJ, FJHN, MCKD2,
ADMCKD2",191845,16p12.3,Renal
2969,"Medullary thyroid carcinoma, 155240 (3)","RET, MEN2A",164761,10q11.2,Cancer
2969,"Medullary thyroid carcinoma, familial, 155240 (3)","NTRK1, TRKA, MTC",191315,1q21-q22,Cancer
970,"Medulloblastoma, 155255 (3)",PTCH2,603673,1p32,Cancer
970,"Medulloblastoma, desmoplastic, 155255 (3)","SUFU, SUFUXL, SUFUH",607035,10q24-q25,Cancer
971,"Meesmann corneal dystrophy, 122100 (3)",KRT12,601687,17q12,Ophthamological
971,"Meesmann corneal dystrophy, 122100 (3)",KRT3,148043,12q13,Ophthamological
973,"Megakaryoblastic leukemia, acute (3)","MKL1, AMKL, MAL",606078,22q13,Cancer
974,"Megalencephalic leukoencephalopathy with subcortical cysts, 604004 (3)","MLC1, LVM, VL",605908,22qter,Neurological
975,"Megaloblastic anemia-1, Finnish type, 261100 (3)","CUBN, IFCR, MGA1",602997,10p12.1,Hematological
975,"Megaloblastic anemia-1, Norwegian type, 261100 (3)",AMN,605799,14q32,Hematological
978,Melanoma (3),"CDK4, CMM3",123829,12q14,Cancer
978,"Melanoma and neural system tumor syndrome, 155755 (3)","CDKN2A, MTS1, P16, MLM, CMM2",600160,9p21,Cancer
978,"Melanoma, cutaneous malignant, 2, 155601 (3)","CDKN2A, MTS1, P16, MLM, CMM2",600160,9p21,Cancer
978,"Melanoma, cutaneous malignant, susceptibility to (3)",XRCC3,600675,14q32.3,Cancer
978,"Melanoma, malignant sporadic (3)","STK11, PJS, LKB1",602216,19p13.3,Cancer
978,"Melanoma, melignant, somatic (3)",BRAF,164757,7q34,Cancer
979,"Meleda disease, 248300 (3)","SLURP1, MDM",606119,8qter,Dermatological
981,"Melnick-Needles syndrome, 309350 (3)","FLNA, FLN1, ABPX, NHBP, OPD1,
OPD2, FMD, MNS",300017,Xq28,Skeletal
982,"Melorheostosis with osteopoikilosis, 155950 (3)","LEMD3, MAN1",607844,12q14,Developmental
984,"Memory impairment, susceptibility to (3)",BDNF,113505,11p13,Neurological
985,Meniere disease 156000 (3) (),"COCH, DFNA9",603196,14q12-q13,Neurological
986,"Meningioma, 607174 (3)","MN1, MGCR",156100,22q12.3-qter,Cancer
986,"Meningioma, 607174 (3)","PTEN, MMAC1",601728,10q23.31,Cancer
986,"Meningioma, NF2-related, somatic, 607174 (3)",NF2,607379,22q12.2,Cancer
986,"Meningioma, SIS-related (3)","PDGFB, SIS",190040,22q12.3-q13.1,Cancer
987,"Meningococcal disease, susceptibility to (3)","MBL2, MBL, MBP1",154545,10q11.2-q21,Immunological
988,"Menkes disease, 309400 (3)","ATP7A, MNK, MK, OHS",300011,Xq12-q13,Neurological
990,"Mental retardation, nonsyndromic, autosomal recessive, 249500 (3)","PRSS12, BSSP3",606709,4q25-q26,Neurological
990,"Mental retardation, nonsyndromic, autosomal recessive, 2A, 607417 (3)","CRBN, MRT2A",609262,3p26.2,Neurological
990,"Mental retardation, X-linked, 300425 (3)","NLGN4, KIAA1260, AUTSX2",300427,Xp22.33,Neurological
990,"Mental retardation, X-linked, 300458 (3)","MECP2, RTT, PPMX, MRX16, MRX79",300005,Xq28,Neurological
990,"Mental retardation, X-linked 30, 300558 (3)","PAK3, MRX30, MRX47",300142,Xq21.3-q24,Neurological
990,"Mental retardation, X-linked, 34, 300426 (3)","IL1RAPL, MRX34",300206,Xp22.1-p21.3,Neurological
990,"Mental retardation, X-linked 36, 300430 (3)","ARX, ISSX, PRTS, MRXS1, MRX36,
MRX54",300382,Xp22.13,Neurological
990,"Mental retardation, X-linked (3)","SLC6A8, CRTR",300036,Xq28,Neurological
990,"Mental retardation, X-linked-44, 300501 (3)","FTSJ1, JM23, SPB1, MRX44, MRX9",300499,Xp11.23,Neurological
990,"Mental retardation, X-linked 45, 300498 (3)","ZNF81, MRX45",314998,Xp22.1-p11,Neurological
990,"Mental retardation, X-linked 54, 300419 (3)","ARX, ISSX, PRTS, MRXS1, MRX36,
MRX54",300382,Xp22.13,Neurological
990,"Mental retardation, X-linked 58, 300218 (3)","TM4SF2, MXS1, A15",300096,Xq11,Neurological
990,"Mental retardation, X-linked, 60, 300486 (3)",OPHN1,300127,Xq12,Neurological
990,"Mental retardation, X-linked-9, 309549 (3)","FTSJ1, JM23, SPB1, MRX44, MRX9",300499,Xp11.23,Neurological
990,"Mental retardation, X-linked, FRAXE type (3)","FMR2, FRAXE, MRX2",309548,Xq28,Neurological
990,"Mental retardation, X-linked, JARID1C-related, 300534 (3)","SMCX, MRXJ, DXS1272E, XE169,
JARID1C",314690,Xp11.22-p11.21,Neurological
990,"Mental retardation, X-linked nonspecific, 309541 (3)","GDI1, RABGD1A, MRX41, MRX48",300104,Xq28,Neurological
990,"Mental retardation, X-linked nonspecific, 63, 300387 (3)","FACL4, ACS4, MRX63",300157,Xq22.3,Neurological
990,"Mental retardation, X-linked nonspecific, type 19 (3)","RPS6KA3, RSK2, MRX19",300075,Xp22.2-p22.1,Neurological
990,"Mental retardation, X-linked nonspecific, type 46, 300436 (3)","ARHGEF6, MRX46, COOL2",300267,Xq26,Neurological
990,"Mental retardation, X-linked nonsyndromic (3)",AGTR2,300034,Xq22-q23,Neurological
990,"Mental retardation, X-linked nonsyndromic (3)","FGD1, FGDY, AAS",305400,Xp11.21,Neurological
990,"Mental retardation, X-linked nonsyndromic (3)",ZNF41,314995,Xp22.1-cen,Neurological
990,"Mental retardation, X-linked nonsyndromic, DLG3-related (3)","DLG3, NEDLG, SAP102, MRX",300189,Xq13.1,Neurological
990,"Mental retardation, X-linked, Snyder-Robinson type, 309583 (3)","SMS, SRS, MRSR",300105,Xp22.1,Neurological
990,"Mental retardation, X-linked, with isolated growth hormone deficiency, 300123 (3)","SOX3, MRGH",313430,Xq26.3,Neurological
990,"Mental retardation, X-linked, with progressive spasticity, 300279 (3)","MECP2, RTT, PPMX, MRX16, MRX79",300005,Xq28,Neurological
990,"Mental retardation, X-linked, with seizures and carrier manifestations, 300397 (3)","SLC6A8, CRTR",300036,Xq28,Neurological
991,Mephenytoin poor metabolizer (3),"CYP2C, CYP2C19",124020,10q24.1-q24.3,Metabolic
992,"Merkel cell carcinoma, somatic (3)","SDHD, PGL1",602690,11q23,Cancer
993,"Mesangial sclerosis, isolated diffuse, 256370 (3)",WT1,607102,11p13,Renal
995,Mesothelioma (3),BCL10,603517,1p22,Cancer
996,"Metachromatic leukodystrophy, 250100 (3)",ARSA,607574,22q13.31-qter,Neurological
996,Metachromatic leukodystrophy due to deficiency of SAP-1 (3),"PSAP, SAP1",176801,10q22.1,Neurological
997,"Metaphyseal chondrodysplasia, Murk Jansen type, 156400 (3)","PTHR1, PTHR",168468,3p22-p21.1,Connective tissue
997,"Metaphyseal chondrodysplasia, Schmid type (3)",COL10A1,120110,6q21-q22.3,Connective tissue
997,"Metaphyseal dysplasia without hypotrichosis, 250460 (3)","RMRP, RMRPR, CHH",157660,9p21-p12,Connective tissue
999,Methemoglobinemia due to cytochrome b5 deficiency (3),CYB5,250790,18q23,Hematological
999,"Methemoglobinemias, alpha- (3)",HBA1,141800,16pter-p13.3,Hematological
999,"Methemoglobinemias, beta- (3)",HBB,141900,11p15.5,Hematological
999,"Methemoglobinemia, type I (3)",DIA1,250800,22q13.31-qter,Hematological
999,"Methemoglobinemia, type II (3)",DIA1,250800,22q13.31-qter,Hematological
1001,"Methionine adenosyltransferase deficiency, autosomal recessive (3)","MAT1A, MATA1, SAMS1",250850,10q22,Metabolic
1002,"Methylcobalamin deficiency, cblG type, 250940 (3)",MTR,156570,1q43,Metabolic
1003,Methylmalonate semialdehyde dehydrogenase deficiency (3),"ALDH6A1, MMSDH",603178,14q24.3,Metabolic
1004,"Methylmalonic aciduria, mut(0) type, 251000 (3)","MUT, MCM",609058,6p21,Metabolic
1004,"Methylmalonic aciduria, vitamin B12-responsive, 251100 (3)",MMAA,607481,4q31.1-q31.2,Metabolic
1004,"Methylmalonic aciduria, vitamin B12-responsive, due to defect in synthesis of
adenosylcobalamin, cblB complementation type, 251110 (3)",MMAB,607568,12q24,Metabolic
1005,Mevalonicaciduria (3),"MVK, MVLK",251170,12q24,Metabolic
1006,"MHC class II deficiency, complementation group B, 209920 (3)",RFXANK,603200,19p12,Immunological
1007,"Microcephaly, Amish type, 607196 (3)","SLC25A19, DNC, MUP1, MCPHA",606521,17q25.3,Neurological
1007,"Microcephaly, autosomal recessive 1, 251200 (3)",MCPH1,607117,8p23,Neurological
1007,"Microcephaly, primary autosomal recessive, 3, 604804 (3)","CDK5RAP2, KIAA1633, MCPH3",608201,9q33.3,Neurological
1007,"Microcephaly, primary autosomal recessive, 5, 608716 (3)","ASPM, MCPH5",605481,1q31,Neurological
1007,"Microcephaly, primary autosomal recessive, 6, 608393 (3)","CEMPJ, CPAP, MCPH6",609279,13q12.2,Neurological
1009,"Microcoria-congenital nephrosis syndrome, 609049 (3)","LAMB2, LAMS",150325,3p21,Ophthamological
1011,Micropenis (3),LHCGR,152790,2p21,Renal
1012,"Microphthalmia, cataracts, and iris abnormalities (3)","CHX10, HOX10",142993,14q24.3,Ophthamological
1012,"Microphthalmia, SIX6-related (3)",SIX6,606326,14q23,Ophthamological
1012,"Microphthalmia with associated anomalies 2, 300412 (3)","BCOR, KIAA1575, MAA2, ANOP2",300485,Xp11.4,Ophthamological
1013,"Migraine, familial hemiplegic, 2, 602481 (3)","ATP1A2, FHM2, MHP2",182340,1q21-q23,Neurological
1013,"Migraine, resistance to, 157300 (3)",EDNRA,131243,4q31.2,Neurological
1013,"Migraine, susceptibility to, 157300 (3)","ESR1, ESR",133430,6q25.1,Neurological
1013,"Migraine without aura, susceptibility to, 157300 (3)","TNF, TNFA",191160,6p21.3,Neurological
1014,"Miller-Dieker lissencephaly, 247200 (3)","YWHAE, MDCR, MDS",605066,17p13.3,multiple
1016,"Mitochondrial complex I deficiency, 252010 (3)",NDUFS1,157655,2q33-q34,multiple
1016,"Mitochondrial complex I deficiency, 252010 (3)",NDUFS2,602985,1q23,multiple
1016,"Mitochondrial complex I deficiency, 252010 (3)","NDUFS4, AQDQ",602694,5q11.1,multiple
1016,"Mitochondrial complex I deficiency, 252010 (3)","NDUFV1, UQOR1",161015,11q13,multiple
1016,"Mitochondrial complex III deficiency, 124000 (3)","BCS1L, FLNMS, GRACILE",603647,2q33,multiple
1016,"Mitochondrial complex III deficiency, 124000 (3)","UQCRB, UQBP, QPC",191330,8q22,multiple
3016,"Mitochondrial DNA depletion myopathy, 251880 (3)",TK2,188250,16q22,Muscular
5016,"Mitochondrial DNA depletion syndrome, 251880 (3)",SUCLA2,603921,13q12.2-q13,multiple
5016,"Mitochondrial DNA-depletion syndrome, hepatocerebral form, 251880 (3)","DGUOK, DGK",601465,2p13,multiple
7016,"Mitochondrial myopathy and sideroblastic anemia, 600462 (3)","PUS1, MLASA",608109,12q24.33,multiple
1016,"Mitochondrial respiratory chain complex II deficiency, 252011 (3)","SDHA, SDH2, SDHF",600857,5p15,multiple
1018,"Miyoshi myopathy, 254130 (3)","DYSF, LGMD2B",603009,2p13.3-p13.1,Muscular
1020,MODY5 with nephron agenesis (3),"TCF2, HNF2",189907,17cen-q21.3,Endocrine
1020,MODY5 with non-diabetic renal disease and Mullerian aplasia (3),"TCF2, HNF2",189907,17cen-q21.3,Endocrine
1020,"MODY, one form, 125850 (3)",INS,176730,11p15.5,Endocrine
1020,"MODY, type I, 125850 (3)","HNF4A, TCF14, MODY1",600281,20q12-q13.1,Endocrine
1020,"MODY, type II, 125851 (3)",GCK,138079,7p15-p13,Endocrine
1020,"MODY, type III, 600496 (3)","TCF1, HNF1A, MODY3",142410,12q24.2,Endocrine
1020,"MODY, type IV (3)",IPF1,600733,13q12.1,Endocrine
1020,"MODY, type V, 604284 (3)","TCF2, HNF2",189907,17cen-q21.3,Endocrine
1022,"Mohr-Tranebjaerg syndrome, 304700 (3)","TIMM8A, DFN1, DDP, MTS, DDP1",300356,Xq22,Neurological
1023,"Molybdenum cofactor deficiency, type A, 252150 (3)","MOCS1, MOCOD",603707,6p21.3,Metabolic
1023,"Molybdenum cofactor deficiency, type B, 252150 (3)","MOCS2, MPTS",603708,5q11,Metabolic
1023,"Molybdenum cofactor deficiency, type C, 252150 (3)","GPH, KIAA1385, GEPH",603930,14q24,Metabolic
1024,"Monilethrix, 158000 (3)","KRTHB1, HB1",602153,12q13,Dermatological
1024,"Monilethrix, 158000 (3)","KRTHB6, HB6",601928,12q13,Dermatological
1026,Morning glory disc anomaly (3),"PAX6, AN2, MGDA",607108,11p13,Skeletal
1028,"Mowat-Wilson syndrome, 235730 (3)","ZFHX1B, SMADIP1, SIP1",605802,2q22,Developmental
1029,Moyamoya disease 3 (3),MYMY3,608796,8q24,Neurological
1030,"Muckle-Wells syndrome, 191900 (3)","CIAS1, C1orf7, FCU, FCAS",606416,1q44,multiple
1031,Mucoepidermoid salivary gland carcinoma (3),"MAML2, MAM3",607537,11q21,Cancer
1031,Mucoepidermoid salivary gland carcinoma (3),"MECT1, KIAA0616",607536,19p13,Cancer
1032,"Mucolipidosis IIIA, 252600 (3)","GNPTAB, GNPTA",607840,4q21-q23,Metabolic
1032,"Mucolipidosis IIIC, 252605 (3)",GNPTAG,607838,16p,Metabolic
1032,"Mucolipidosis IV, 252650 (3)","MCOLN1, ML4",605248,19p13.3-p13.2,Metabolic
1033,"Mucopolysaccharidosis Ih, 607014 (3)","IDUA, IDA",252800,4p16.3,Metabolic
1033,"Mucopolysaccharidosis Ih/s, 607015 (3)","IDUA, IDA",252800,4p16.3,Metabolic
1033,Mucopolysaccharidosis II (3),"IDS, MPS2, SIDS",309900,Xq28,Metabolic
1033,"Mucopolysaccharidosis Is, 607016 (3)","IDUA, IDA",252800,4p16.3,Metabolic
1033,Mucopolysaccharidosis IVA (3),"GALNS, MPS4A",253000,16q24.3,Metabolic
1033,Mucopolysaccharidosis IVB (3),GLB1,230500,3p21.33,Metabolic
1033,"Mucopolysaccharidosis type IIID, 252940 (3)","GNS, G6S",607664,12q14,Metabolic
1033,"Mucopolysaccharidosis type IX, 601492 (3)",HYAL1,607071,3p21.3-p21.2,Metabolic
1033,Mucopolysaccharidosis VII (3),"GUSB, MPS7",253220,7q21.11,Metabolic
1034,"Muenke syndrome, 602849 (3)","FGFR3, ACH",134934,4p16.3,Skeletal
1035,"Muir-Torre syndrome, 158320 (3)","MLH1, COCA2, HNPCC2",120436,3p21.3,Cancer
1035,"Muir-Torre syndrome, 158320 (3)","MSH2, COCA1, FCC1, HNPCC1",609309,2p22-p21,Cancer
1036,"Mulibrey nanism, 253250 (3)","TRIM37, MUL, KIAA0898",605073,17q22-q23,multiple
3037,"Multiple cutaneous and uterine leiomyomata, 150800 (3)",FH,136850,1q42.1,Cancer
1037,Multiple endocrine neoplasia I (3),MEN1,131100,11q13,Cancer
1037,"Multiple endocrine neoplasia IIA, 171400 (3)","RET, MEN2A",164761,10q11.2,Cancer
1037,"Multiple endocrine neoplasia IIB, 162300 (3)","RET, MEN2A",164761,10q11.2,Cancer
5037,Multiple malignancy syndrome (3),"TP53, P53, LFS1",191170,17p13.1,Cancer
9037,Multiple myeloma (3),"IRF4, LSIRF",601900,6p25-p23,Cancer
9037,"Multiple myeloma, resistance to, 254500 (3)",LIG4,601837,13q22-q34,Cancer
9038,"Multiple sclerosis, susceptibility to, 126200 (3)","MHC2TA, C2TA",600005,16p13,Neurological
9038,"Multiple sclerosis, susceptibility to, 126200 (3)","PTPRC, CD45, LCA",151460,1q31-q32,Neurological
9039,"Multiple sulfatase deficiency, 272200 (3)","SUMF1, FGE",607939,3p26,Metabolic
1038,"Muscle-eye-brain disease, 253280 (3)","POMGNT1, MEB",606822,1p34-p33,multiple
1039,Muscle glycogenosis (3),PHKA1,311870,Xq13,Muscular
1039,Muscle hypertrophy (3),"GDF8, MSTN",601788,2q32.2,Muscular
1040,"Muscular dystrophy, congenital, 1C (3)","FKRP, MDC1C, LGMD2I",606596,19q13.3,Muscular
1040,"Muscular dystrophy, congenital, due to partial LAMA2 deficiency, 607855 (3)","LAMA2, LAMM",156225,6q22-q23,Muscular
1040,"Muscular dystrophy, congenital merosin-deficient, 607855 (3)","LAMA2, LAMM",156225,6q22-q23,Muscular
1040,"Muscular dystrophy, congenital, type 1D, 608840 (3)","LARGE, KIAA0609, MDC1D",603590,22q12.3-q13.1,Muscular
1040,"Muscular dystrophy, Fukuyama congenital, 253800 (3)",FCMD,607440,9q31,Muscular
1040,"Muscular dystrophy, limb-girdle, type 1A, 159000 (3)","TTID, MYOT",604103,5q31,Muscular
1040,"Muscular dystrophy, limb-girdle, type 2A, 253600 (3)","CAPN3, CANP3",114240,15q15.1-q21.1,Muscular
1040,"Muscular dystrophy, limb-girdle, type 2B, 253601 (3)","DYSF, LGMD2B",603009,2p13.3-p13.1,Muscular
1040,"Muscular dystrophy, limb-girdle, type 2C, 253700 (3)","SGCG, LGMD2C, DMDA1, SCG3",608896,13q12,Muscular
1040,"Muscular dystrophy, limb-girdle, type 2D, 608099 (3)","SGCA, ADL, DAG2, LGMD2D, DMDA2",600119,17q12-q21.33,Muscular
1040,"Muscular dystrophy, limb-girdle, type 2E, 604286 (3)","SGCB, LGMD2E",600900,4q12,Muscular
1040,"Muscular dystrophy, limb-girdle, type 2F, 601287 (3)","SGCD, SGD, LGMD2F, CMD1L",601411,5q33,Muscular
1040,"Muscular dystrophy, limb-girdle, type 2G, 601954 (3)","TCAP, LGMD2G, CMD1N",604488,17q12,Muscular
1040,"Muscular dystrophy, limb-girdle, type 2H, 254110 (3)","TRIM32, HT2A, LGMD2H",602290,9q31-q34.1,Muscular
1040,"Muscular dystrophy, limb-girdle, type 2I, 607155 (3)","FKRP, MDC1C, LGMD2I",606596,19q13.3,Muscular
1040,"Muscular dystrophy, limb-girdle, type 2J, 608807 (3)","TTN, CMD1G, TMD, LGMD2J",188840,2q24.3,Muscular
1040,"Muscular dystrophy, limb-girdle, type 2K, 609308 (3)",POMT1,607423,9q34.1,Muscular
1040,"Muscular dystrophy, limb-girdle, type IC, 607801 (3)","CAV3, LGMD1C",601253,3p25,Muscular
